borrowed_score,age_score,simplicity_score,pk,borrowed,analyzability
0,1,1,55420,5. no evidence for borrowing,unanalyzable
0,1,0.5,55421,5. no evidence for borrowing,analyzable derived
0,1,0.5,55422,5. no evidence for borrowing,analyzable derived
0,1,0.5,55423,5. no evidence for borrowing,analyzable derived
0,0.9,0.5,55424,5. no evidence for borrowing,analyzable phrasal
0,0.7,1,55425,5. no evidence for borrowing,unanalyzable
0,0.7,1,55426,5. no evidence for borrowing,unanalyzable
0,1,1,55427,5. no evidence for borrowing,unanalyzable
0,1,1,55428,5. no evidence for borrowing,unanalyzable
1,0.7,1,55429,1. clearly borrowed,unanalyzable
1,0.7,1,55430,1. clearly borrowed,unanalyzable
1,0.7,1,55431,1. clearly borrowed,unanalyzable
0,1,1,55432,5. no evidence for borrowing,unanalyzable
0,1,0.75,55433,5. no evidence for borrowing,semi-analyzable
0,1,1,55434,5. no evidence for borrowing,unanalyzable
0,1,1,55435,5. no evidence for borrowing,unanalyzable
0,1,1,55436,5. no evidence for borrowing,unanalyzable
0,1,1,55437,5. no evidence for borrowing,unanalyzable
1,0.7,1,55438,1. clearly borrowed,unanalyzable
0,1,1,55439,5. no evidence for borrowing,unanalyzable
1,0.9,1,55440,1. clearly borrowed,unanalyzable
1,0.7,1,55441,1. clearly borrowed,unanalyzable
0,0.9,1,55442,5. no evidence for borrowing,unanalyzable
0,1,0.5,55443,5. no evidence for borrowing,analyzable phrasal
0,1,0.75,55444,5. no evidence for borrowing,semi-analyzable
0,1,0.75,55445,5. no evidence for borrowing,semi-analyzable
0,0.7,0.5,55446,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55447,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55448,5. no evidence for borrowing,analyzable derived
0.25,0.7,0.5,55449,4. very little evidence for borrowing,analyzable compound
0,0.7,0.5,55450,5. no evidence for borrowing,analyzable compound
0,1,1,55451,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55452,5. no evidence for borrowing,analyzable derived
0,0.7,0.5,55453,5. no evidence for borrowing,analyzable derived
0,1,1,55454,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55455,5. no evidence for borrowing,analyzable derived
0,1,1,55456,5. no evidence for borrowing,unanalyzable
1,0.7,1,55457,1. clearly borrowed,unanalyzable
1,0.7,1,55458,1. clearly borrowed,unanalyzable
0,1,1,55459,5. no evidence for borrowing,unanalyzable
1,0.7,1,55460,1. clearly borrowed,unanalyzable
0,0.7,1,55461,5. no evidence for borrowing,unanalyzable
0,0.7,1,55462,5. no evidence for borrowing,unanalyzable
0,0.7,1,55463,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55464,5. no evidence for borrowing,analyzable derived
0,0.7,0.5,55465,5. no evidence for borrowing,analyzable derived
0,1,1,55466,5. no evidence for borrowing,unanalyzable
1,0.7,1,55467,1. clearly borrowed,unanalyzable
0,1,1,55468,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55469,5. no evidence for borrowing,analyzable phrasal
0,1,0.5,55470,5. no evidence for borrowing,analyzable derived
0,1,1,55471,5. no evidence for borrowing,unanalyzable
1,0.7,1,55472,1. clearly borrowed,unanalyzable
0,0.7,0.5,55473,5. no evidence for borrowing,analyzable compound
0,0.7,0.5,55474,5. no evidence for borrowing,analyzable derived
0,1,1,55475,5. no evidence for borrowing,unanalyzable
,,,58677,,
,,,58678,,
0,0.7,0.5,55476,5. no evidence for borrowing,analyzable derived
1,0.9,1,55477,1. clearly borrowed,unanalyzable
0,1,1,55478,5. no evidence for borrowing,unanalyzable
0,1,1,55479,5. no evidence for borrowing,unanalyzable
0,1,1,55480,5. no evidence for borrowing,unanalyzable
0,1,1,55481,5. no evidence for borrowing,unanalyzable
0,1,1,55482,5. no evidence for borrowing,unanalyzable
0,1,0.5,55483,5. no evidence for borrowing,analyzable derived
0,1,0.5,55484,5. no evidence for borrowing,analyzable derived
0,0.7,1,55485,5. no evidence for borrowing,unanalyzable
0,1,1,55486,5. no evidence for borrowing,unanalyzable
0,0.7,1,55487,5. no evidence for borrowing,unanalyzable
1,0.9,1,55488,1. clearly borrowed,unanalyzable
0,1,1,55489,5. no evidence for borrowing,unanalyzable
0,1,1,55490,5. no evidence for borrowing,unanalyzable
1,0.9,1,55491,1. clearly borrowed,unanalyzable
1,0.7,1,55492,1. clearly borrowed,unanalyzable
1,0.9,1,55493,1. clearly borrowed,unanalyzable
0,1,1,55494,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55495,5. no evidence for borrowing,analyzable derived
0,1,1,55496,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55497,5. no evidence for borrowing,analyzable derived
1,0.7,1,55498,1. clearly borrowed,unanalyzable
0,1,1,55499,5. no evidence for borrowing,unanalyzable
1,0.7,1,55500,1. clearly borrowed,unanalyzable
1,0.9,0.5,55501,1. clearly borrowed,analyzable derived
0,1,1,55502,5. no evidence for borrowing,unanalyzable
0,1,0.5,55503,5. no evidence for borrowing,analyzable derived
0,0.9,1,55504,5. no evidence for borrowing,unanalyzable
0,1,1,55505,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55506,5. no evidence for borrowing,analyzable phrasal
0,1,1,55507,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55508,5. no evidence for borrowing,analyzable compound
0,1,1,55509,5. no evidence for borrowing,unanalyzable
0,1,0.5,55510,5. no evidence for borrowing,analyzable derived
1,0.9,1,55511,1. clearly borrowed,unanalyzable
1,0.9,1,55512,1. clearly borrowed,unanalyzable
1,0.7,1,55513,1. clearly borrowed,unanalyzable
1,0.7,1,55514,1. clearly borrowed,unanalyzable
0,1,1,55515,5. no evidence for borrowing,unanalyzable
1,0.9,1,55516,1. clearly borrowed,unanalyzable
1,0.7,1,55517,1. clearly borrowed,unanalyzable
1,0.9,1,55518,1. clearly borrowed,unanalyzable
1,0.7,1,55519,1. clearly borrowed,unanalyzable
1,0.9,1,55520,1. clearly borrowed,unanalyzable
1,0.7,1,55521,1. clearly borrowed,unanalyzable
0,1,0.5,55522,5. no evidence for borrowing,analyzable derived
0,1,1,55523,5. no evidence for borrowing,unanalyzable
0,1,0.5,55524,5. no evidence for borrowing,analyzable derived
0,1,0.75,55525,5. no evidence for borrowing,semi-analyzable
0,1,1,55526,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55527,5. no evidence for borrowing,analyzable derived
0,0.7,1,55528,5. no evidence for borrowing,unanalyzable
0,1,1,55529,5. no evidence for borrowing,unanalyzable
0,1,1,55530,5. no evidence for borrowing,unanalyzable
0,1,1,55531,5. no evidence for borrowing,unanalyzable
1,0.9,1,55532,1. clearly borrowed,unanalyzable
0,0.7,0.5,55533,5. no evidence for borrowing,analyzable derived
0,1,1,55534,5. no evidence for borrowing,unanalyzable
0,1,1,55535,5. no evidence for borrowing,unanalyzable
0,0.7,1,55536,5. no evidence for borrowing,unanalyzable
0,0.7,1,55537,5. no evidence for borrowing,unanalyzable
0,1,1,55538,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55539,5. no evidence for borrowing,analyzable compound
0,1,1,55540,5. no evidence for borrowing,unanalyzable
0,1,1,55541,5. no evidence for borrowing,unanalyzable
0,1,1,55542,5. no evidence for borrowing,unanalyzable
0,1,1,55543,5. no evidence for borrowing,unanalyzable
0,0.7,1,55544,5. no evidence for borrowing,unanalyzable
0,1,1,55545,5. no evidence for borrowing,unanalyzable
0,1,1,55546,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55547,5. no evidence for borrowing,analyzable compound
0,0.7,0.5,55548,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55549,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55550,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55551,5. no evidence for borrowing,analyzable phrasal
0,1,1,55552,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55553,5. no evidence for borrowing,analyzable compound
0,1,1,55554,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55555,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55556,5. no evidence for borrowing,analyzable compound
0,1,1,55557,5. no evidence for borrowing,unanalyzable
0,1,1,55558,5. no evidence for borrowing,unanalyzable
0,1,1,55559,5. no evidence for borrowing,unanalyzable
0,1,1,55560,5. no evidence for borrowing,unanalyzable
0,1,1,55561,5. no evidence for borrowing,unanalyzable
0,1,0.5,55562,5. no evidence for borrowing,analyzable derived
0,0.7,1,55563,5. no evidence for borrowing,unanalyzable
0,1,1,55564,5. no evidence for borrowing,unanalyzable
0,1,1,55565,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55566,5. no evidence for borrowing,analyzable derived
0,1,0.5,55567,5. no evidence for borrowing,analyzable derived
0,1,1,55568,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55569,5. no evidence for borrowing,analyzable phrasal
0,0.9,0.5,55570,5. no evidence for borrowing,analyzable derived
0,1,1,55571,5. no evidence for borrowing,unanalyzable
0,1,1,55572,5. no evidence for borrowing,unanalyzable
0,1,0.5,55573,5. no evidence for borrowing,analyzable derived
0,1,1,55574,5. no evidence for borrowing,unanalyzable
0,1,1,55575,5. no evidence for borrowing,unanalyzable
1,0.9,1,55576,1. clearly borrowed,unanalyzable
0,1,0.5,55577,5. no evidence for borrowing,analyzable derived
0,1,0.5,55578,5. no evidence for borrowing,analyzable derived
0,1,1,55579,5. no evidence for borrowing,unanalyzable
0,1,1,55580,5. no evidence for borrowing,unanalyzable
0,1,0.5,55581,5. no evidence for borrowing,analyzable derived
0,1,0.5,55582,5. no evidence for borrowing,analyzable derived
0,1,0.5,55583,5. no evidence for borrowing,analyzable derived
0,0.7,1,55584,5. no evidence for borrowing,unanalyzable
0,1,0.5,55585,5. no evidence for borrowing,analyzable compound
1,0.7,1,55586,1. clearly borrowed,unanalyzable
0,0.7,0.5,55587,5. no evidence for borrowing,analyzable derived
0,1,1,55588,5. no evidence for borrowing,unanalyzable
0,1,1,55589,5. no evidence for borrowing,unanalyzable
0,1,1,55590,5. no evidence for borrowing,unanalyzable
0,1,1,55591,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55592,5. no evidence for borrowing,analyzable compound
0,0.7,1,55593,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55594,5. no evidence for borrowing,analyzable derived
0,1,1,55595,5. no evidence for borrowing,unanalyzable
0,1,1,55596,5. no evidence for borrowing,unanalyzable
0,0.7,1,55597,5. no evidence for borrowing,unanalyzable
0,0.7,1,55598,5. no evidence for borrowing,unanalyzable
0,1,0.5,55599,5. no evidence for borrowing,analyzable derived
0,0.7,0.5,55600,5. no evidence for borrowing,analyzable derived
0,1,0.5,55601,5. no evidence for borrowing,analyzable derived
0,1,1,55602,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55603,5. no evidence for borrowing,analyzable phrasal
0,1,0.5,55604,5. no evidence for borrowing,analyzable derived
0,0.7,1,55605,5. no evidence for borrowing,unanalyzable
0,0.7,1,55606,5. no evidence for borrowing,unanalyzable
0,1,1,55607,5. no evidence for borrowing,unanalyzable
0,0.7,1,55608,5. no evidence for borrowing,unanalyzable
0,1,1,55609,5. no evidence for borrowing,unanalyzable
1,0.7,1,55610,1. clearly borrowed,unanalyzable
1,0.7,1,55611,1. clearly borrowed,unanalyzable
1,0.7,0.75,55612,1. clearly borrowed,semi-analyzable
0,1,1,55613,5. no evidence for borrowing,unanalyzable
0,1,1,55614,5. no evidence for borrowing,unanalyzable
0,1,1,55615,5. no evidence for borrowing,unanalyzable
0,1,1,55616,5. no evidence for borrowing,unanalyzable
0,0.7,1,55617,5. no evidence for borrowing,unanalyzable
0,1,1,55618,5. no evidence for borrowing,unanalyzable
1,0.7,1,55619,1. clearly borrowed,unanalyzable
0,1,1,55620,5. no evidence for borrowing,unanalyzable
0,1,1,55621,5. no evidence for borrowing,unanalyzable
1,0.7,1,55622,1. clearly borrowed,unanalyzable
1,0.7,1,55623,1. clearly borrowed,unanalyzable
1,0.7,1,55624,1. clearly borrowed,unanalyzable
1,0.7,0.75,55625,1. clearly borrowed,semi-analyzable
1,0.7,1,55626,1. clearly borrowed,unanalyzable
1,0.7,1,55627,1. clearly borrowed,unanalyzable
1,0.7,1,55628,1. clearly borrowed,unanalyzable
1,0.7,1,55629,1. clearly borrowed,unanalyzable
1,0.7,1,55630,1. clearly borrowed,unanalyzable
1,0.9,1,55631,1. clearly borrowed,unanalyzable
1,0.7,1,55632,1. clearly borrowed,unanalyzable
1,0.7,1,55633,1. clearly borrowed,unanalyzable
1,0.7,0.75,55634,1. clearly borrowed,semi-analyzable
1,0.7,1,55635,1. clearly borrowed,unanalyzable
1,0.7,1,55636,1. clearly borrowed,unanalyzable
0,1,0.5,55637,5. no evidence for borrowing,analyzable derived
,,,58679,,
0,1,1,55638,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55639,5. no evidence for borrowing,analyzable derived
0,0.7,0.5,55640,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55641,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55642,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55643,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55644,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55645,5. no evidence for borrowing,analyzable phrasal
1,0.7,1,55646,1. clearly borrowed,unanalyzable
0,1,1,55647,5. no evidence for borrowing,unanalyzable
1,0.7,1,55648,1. clearly borrowed,unanalyzable
1,0.7,1,55649,1. clearly borrowed,unanalyzable
1,0.9,1,55650,1. clearly borrowed,unanalyzable
0,1,1,55651,5. no evidence for borrowing,unanalyzable
0,0.7,1,55652,5. no evidence for borrowing,unanalyzable
0,1,1,55653,5. no evidence for borrowing,unanalyzable
0,1,1,55654,5. no evidence for borrowing,unanalyzable
0,1,1,55655,5. no evidence for borrowing,unanalyzable
0,1,1,55656,5. no evidence for borrowing,unanalyzable
1,0.7,1,55657,1. clearly borrowed,unanalyzable
0,0.9,1,55658,5. no evidence for borrowing,unanalyzable
0,1,1,55659,5. no evidence for borrowing,unanalyzable
0,1,0.5,55660,5. no evidence for borrowing,analyzable derived
0,1,0.5,55661,5. no evidence for borrowing,analyzable derived
0,0.9,0.5,55662,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55663,5. no evidence for borrowing,analyzable phrasal
0,0.9,0.5,55664,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55665,5. no evidence for borrowing,analyzable phrasal
0,0.9,0.5,55666,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55667,5. no evidence for borrowing,analyzable phrasal
0,1,1,55668,5. no evidence for borrowing,unanalyzable
0,1,1,55669,5. no evidence for borrowing,unanalyzable
0,0.9,0.5,55670,5. no evidence for borrowing,analyzable phrasal
1,0.7,1,55671,1. clearly borrowed,unanalyzable
0,1,1,55672,5. no evidence for borrowing,unanalyzable
0,1,1,55673,5. no evidence for borrowing,unanalyzable
0,1,1,55674,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55675,5. no evidence for borrowing,analyzable phrasal
0,1,1,55676,5. no evidence for borrowing,unanalyzable
1,0.9,1,55677,1. clearly borrowed,unanalyzable
1,0.7,1,55678,1. clearly borrowed,unanalyzable
0,1,1,55679,5. no evidence for borrowing,unanalyzable
0,0.9,1,55680,5. no evidence for borrowing,unanalyzable
1,0.7,1,55681,1. clearly borrowed,unanalyzable
0,1,1,55682,5. no evidence for borrowing,unanalyzable
0,1,0.5,55683,5. no evidence for borrowing,analyzable derived
0,1,1,55684,5. no evidence for borrowing,unanalyzable
0,1,1,55685,5. no evidence for borrowing,unanalyzable
0,1,1,55686,5. no evidence for borrowing,unanalyzable
0,1,1,55687,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55688,5. no evidence for borrowing,analyzable compound
0,1,1,55689,5. no evidence for borrowing,unanalyzable
0,1,1,55690,5. no evidence for borrowing,unanalyzable
0,1,1,55691,5. no evidence for borrowing,unanalyzable
0,1,1,55692,5. no evidence for borrowing,unanalyzable
0,1,1,55693,5. no evidence for borrowing,unanalyzable
0,1,1,55694,5. no evidence for borrowing,unanalyzable
0,1,1,55695,5. no evidence for borrowing,unanalyzable
0,1,1,55696,5. no evidence for borrowing,unanalyzable
0,1,0.5,55697,5. no evidence for borrowing,analyzable derived
0,0.9,0.5,55698,5. no evidence for borrowing,analyzable derived
0,0.7,0.5,55699,5. no evidence for borrowing,analyzable phrasal
0,1,0.5,55700,5. no evidence for borrowing,analyzable derived
0,1,0.5,55701,5. no evidence for borrowing,analyzable derived
0,0.7,0.5,55702,5. no evidence for borrowing,analyzable phrasal
0,1,1,55703,5. no evidence for borrowing,unanalyzable
0,1,1,55704,5. no evidence for borrowing,unanalyzable
0,1,1,55705,5. no evidence for borrowing,unanalyzable
0,1,1,55706,5. no evidence for borrowing,unanalyzable
0,1,1,55707,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55708,5. no evidence for borrowing,analyzable derived
0,1,1,55709,5. no evidence for borrowing,unanalyzable
0,0.7,1,55710,5. no evidence for borrowing,unanalyzable
0,1,0.5,55711,5. no evidence for borrowing,analyzable derived
0,1,0.5,55712,5. no evidence for borrowing,analyzable derived
0,0.7,0.5,55713,5. no evidence for borrowing,analyzable derived
0,1,1,55714,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55715,5. no evidence for borrowing,analyzable compound
0,0.7,0.5,55716,5. no evidence for borrowing,analyzable compound
,,,58680,,
,,,58681,,
0,0.7,1,55717,5. no evidence for borrowing,unanalyzable
0,1,1,55718,5. no evidence for borrowing,unanalyzable
0,1,1,55719,5. no evidence for borrowing,unanalyzable
0,1,1,55720,5. no evidence for borrowing,unanalyzable
0,1,1,55721,5. no evidence for borrowing,unanalyzable
0,1,0.5,55722,5. no evidence for borrowing,analyzable derived
0,1,1,55723,5. no evidence for borrowing,unanalyzable
0,1,1,55724,5. no evidence for borrowing,unanalyzable
0,1,1,55725,5. no evidence for borrowing,unanalyzable
0,1,1,55726,5. no evidence for borrowing,unanalyzable
0,1,1,55727,5. no evidence for borrowing,unanalyzable
0,1,1,55728,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55729,5. no evidence for borrowing,analyzable derived
0,1,1,55730,5. no evidence for borrowing,unanalyzable
0,1,0.5,55731,5. no evidence for borrowing,analyzable derived
0,0.7,0.5,55732,5. no evidence for borrowing,analyzable derived
0,1,1,55733,5. no evidence for borrowing,unanalyzable
0,0.7,1,55734,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55735,5. no evidence for borrowing,analyzable derived
0,0.7,1,55736,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55737,5. no evidence for borrowing,analyzable derived
0,1,1,55738,5. no evidence for borrowing,unanalyzable
0,1,1,55739,5. no evidence for borrowing,unanalyzable
0,0.9,1,55740,5. no evidence for borrowing,unanalyzable
0,1,1,55741,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55742,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55743,5. no evidence for borrowing,analyzable derived
0,1,1,55744,5. no evidence for borrowing,unanalyzable
0,1,0.5,55745,5. no evidence for borrowing,analyzable derived
0,1,1,55746,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55747,5. no evidence for borrowing,analyzable phrasal
0,1,1,55748,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55749,5. no evidence for borrowing,analyzable derived
0,0.7,1,55750,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55751,5. no evidence for borrowing,analyzable derived
0,1,1,55752,5. no evidence for borrowing,unanalyzable
0,1,1,55753,5. no evidence for borrowing,unanalyzable
0,0.7,1,55754,5. no evidence for borrowing,unanalyzable
0,1,0.5,55755,5. no evidence for borrowing,analyzable derived
0,0.7,0.5,55756,5. no evidence for borrowing,analyzable derived
0,0.7,0.5,55757,5. no evidence for borrowing,analyzable derived
0,0.7,1,55758,5. no evidence for borrowing,unanalyzable
0,1,1,55759,5. no evidence for borrowing,unanalyzable
0,1,1,55760,5. no evidence for borrowing,unanalyzable
0,1,1,55761,5. no evidence for borrowing,unanalyzable
0,0.7,1,55762,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55763,5. no evidence for borrowing,analyzable compound
0,0.7,1,55764,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55765,5. no evidence for borrowing,analyzable derived
0,1,0.5,55766,5. no evidence for borrowing,analyzable derived
0,1,0.5,55767,5. no evidence for borrowing,analyzable derived
0,0.7,0.5,55768,5. no evidence for borrowing,analyzable compound
0,1,1,55769,5. no evidence for borrowing,unanalyzable
0,1,1,55770,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55771,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55772,5. no evidence for borrowing,analyzable derived
0,0.7,0.5,55773,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55774,5. no evidence for borrowing,analyzable phrasal
0,1,0.5,55775,5. no evidence for borrowing,analyzable derived
0,1,1,55776,5. no evidence for borrowing,unanalyzable
0,1,0.5,55777,5. no evidence for borrowing,analyzable derived
0,0.7,1,55778,5. no evidence for borrowing,unanalyzable
0,1,0.5,55779,5. no evidence for borrowing,analyzable compound
0,0.7,0.5,55780,5. no evidence for borrowing,analyzable derived
0,0.7,0.5,55781,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55782,5. no evidence for borrowing,analyzable derived
0,1,1,55783,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55784,5. no evidence for borrowing,analyzable derived
1,0.7,1,55785,1. clearly borrowed,unanalyzable
0,1,0.5,55786,5. no evidence for borrowing,analyzable derived
0,1,1,55787,5. no evidence for borrowing,unanalyzable
0,1,0.5,55788,5. no evidence for borrowing,analyzable phrasal
0,1,1,55789,5. no evidence for borrowing,unanalyzable
0,1,1,55790,5. no evidence for borrowing,unanalyzable
1,0.9,1,55791,1. clearly borrowed,unanalyzable
0,1,1,55792,5. no evidence for borrowing,unanalyzable
1,0.7,1,55793,1. clearly borrowed,unanalyzable
0,1,1,55794,5. no evidence for borrowing,unanalyzable
1,0.7,1,55795,1. clearly borrowed,unanalyzable
,,,58682,,
0,0.7,0.5,55796,5. no evidence for borrowing,analyzable phrasal
0,1,1,55797,5. no evidence for borrowing,unanalyzable
0,1,1,55798,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55799,5. no evidence for borrowing,analyzable phrasal
0,1,0.5,55800,5. no evidence for borrowing,analyzable derived
0,1,1,55801,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55802,5. no evidence for borrowing,analyzable compound
0,0.7,1,55803,5. no evidence for borrowing,unanalyzable
0,1,0.5,55804,5. no evidence for borrowing,analyzable derived
0,1,1,55805,5. no evidence for borrowing,unanalyzable
1,0.9,1,55806,1. clearly borrowed,unanalyzable
1,0.7,1,55807,1. clearly borrowed,unanalyzable
0,0.7,0.5,55808,5. no evidence for borrowing,analyzable derived
0,1,0.5,55809,5. no evidence for borrowing,analyzable derived
0,1,0.5,55810,5. no evidence for borrowing,analyzable derived
0,0.7,0.5,55811,5. no evidence for borrowing,analyzable derived
0,1,0.5,55812,5. no evidence for borrowing,analyzable derived
0,0.7,0.5,55813,5. no evidence for borrowing,analyzable derived
0,0.7,0.5,55814,5. no evidence for borrowing,analyzable derived
0,1,1,55815,5. no evidence for borrowing,unanalyzable
0,1,1,55816,5. no evidence for borrowing,unanalyzable
0,1,1,55817,5. no evidence for borrowing,unanalyzable
0,1,0.5,55818,5. no evidence for borrowing,analyzable derived
1,0.9,0.75,55819,1. clearly borrowed,semi-analyzable
1,0.9,0.5,55820,1. clearly borrowed,analyzable derived
0,0.7,1,55821,5. no evidence for borrowing,unanalyzable
1,0.7,0.75,55822,1. clearly borrowed,semi-analyzable
0,1,1,55823,5. no evidence for borrowing,unanalyzable
0,1,0.5,55824,5. no evidence for borrowing,analyzable derived
0,1,1,55825,5. no evidence for borrowing,unanalyzable
0,1,1,55826,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55827,5. no evidence for borrowing,analyzable compound
0,0.7,0.5,55828,5. no evidence for borrowing,analyzable phrasal
0,1,1,55829,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55830,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55831,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55832,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55833,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55834,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55835,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55836,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55837,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55838,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55839,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55840,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55841,5. no evidence for borrowing,analyzable phrasal
0,1,1,55842,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55843,5. no evidence for borrowing,analyzable phrasal
0,0.9,0.5,55844,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55845,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55846,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55847,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55848,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55849,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55850,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55851,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55852,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55853,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55854,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55855,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55856,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55857,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55858,5. no evidence for borrowing,analyzable phrasal
1,0.9,1,55859,1. clearly borrowed,unanalyzable
1,0.9,1,55860,1. clearly borrowed,unanalyzable
1,0.9,1,55861,1. clearly borrowed,unanalyzable
1,0.7,1,55862,1. clearly borrowed,unanalyzable
0,1,1,55863,5. no evidence for borrowing,unanalyzable
0,1,1,55864,5. no evidence for borrowing,unanalyzable
0,0.7,0.75,55865,5. no evidence for borrowing,semi-analyzable
0,0.7,0.5,55866,5. no evidence for borrowing,analyzable compound
1,0.9,1,55867,1. clearly borrowed,unanalyzable
0,0.9,0.5,55868,5. no evidence for borrowing,analyzable phrasal
0,0.9,0.5,55869,5. no evidence for borrowing,analyzable derived
1,0.9,1,55870,1. clearly borrowed,unanalyzable
0,1,0.5,55871,5. no evidence for borrowing,analyzable derived
0,1,1,55872,5. no evidence for borrowing,unanalyzable
0,1,1,55873,5. no evidence for borrowing,unanalyzable
,,,58683,,
1,0.7,1,55874,1. clearly borrowed,unanalyzable
0,1,1,55875,5. no evidence for borrowing,unanalyzable
0,1,0.5,55876,5. no evidence for borrowing,analyzable derived
1,0.7,1,55877,1. clearly borrowed,unanalyzable
0,1,1,55878,5. no evidence for borrowing,unanalyzable
1,0.7,1,55879,1. clearly borrowed,unanalyzable
1,0.7,1,55880,1. clearly borrowed,unanalyzable
1,0.7,1,55881,1. clearly borrowed,unanalyzable
1,0.9,1,55882,1. clearly borrowed,unanalyzable
1,0.7,1,55883,1. clearly borrowed,unanalyzable
1,0.7,1,55884,1. clearly borrowed,unanalyzable
1,0.7,1,55885,1. clearly borrowed,unanalyzable
